question,answer,unit,category,funFact
Number of countries on Beyoncé's 2023 Renaissance World Tour,11,countries,Global,"It grossed over $579 million, making it one of the highest-grossing tours by a Black artist."
Year SZA's album 'SOS' was released and dominated streaming,2022,year,Global,SOS spent multiple weeks at #1 on the Billboard 200.
Number of Drake studio albums released as of 2024,9,albums,Global,His commercial dominance spans over a decade in hip hop.
Year Kendrick Lamar won a Pulitzer Prize for the album 'DAMN.',2018,year,Global,"He became the first non-classical, non-jazz artist to win the Pulitzer for Music."
Year 'The Eminem Show' was released,2002,year,Global,It was the best-selling album of 2002 in the US.
Year LeBron James announced 'The Decision' to leave Cleveland for Miami Heat,2010,year,Global,The hour-long ESPN special was widely mocked for its grandiose presentation.
Year LeBron James first surpassed Michael Jordan in total NBA playoff points,2017,year,Global,Part of the long-running GOAT debate in basketball.
Number of NBA championships won by LeBron James,4,championships,Global,"Two with the Heat, one with Cavs, one with Lakers."
Year the 'flop heard around the world' (Andres Iniesta's iconic Spain World Cup goal),2010,year,Global,Spain won their first FIFA World Cup with that 1-0 final win over Netherlands.
Year Neymar transferred to PSG for a world-record fee (2024),2017,year,Global,The €222 million transfer fee shattered records — many haven't been broken since.
Year Bud Light's controversy with Dylan Mulvaney happened,2023,year,Global,Sales plummeted and Bud Light lost its position as America's top-selling beer.
Year Mattel's Barbie movie premiered globally,2023,year,Global,Greta Gerwig's film grossed over $1.4 billion worldwide.
Year 'Oppenheimer' won Best Picture at the Academy Awards,2024,year,Global,Christopher Nolan finally won Best Director after years of acclaim.
Number of total Academy Awards won by Christopher Nolan as of 2024,1,Oscar,Global,"Despite many acclaimed films, his only Best Director win came in 2024."
Year Marvel's 'Avengers: Endgame' was released,2019,year,Global,It briefly held the all-time global box office record with $2.799 billion.
Year the Suez Canal was famously blocked by the 'Ever Given' container ship,2021,year,Global,The 6-day blockage cost the global economy an estimated $9 billion per day.
Year FTX collapsed and SBF was arrested,2022,year,Global,$32 billion in customer funds essentially vanished overnight.
Year Silicon Valley Bank collapsed,2023,year,Global,SVB was the second-largest bank failure in US history.
Year Credit Suisse was acquired by UBS amid the 2023 banking crisis,2023,year,Global,UBS bought Credit Suisse for $3.25 billion — a 60% discount to market cap.
Number of US Senators on the Senate Intelligence Committee that grilled TikTok CEO in 2024,5,senators,Global,TikTok CEO Shou Zi Chew faced intense bipartisan questioning.
Year the US House passed the bill that could ban TikTok in the US,2024,year,Global,The bill would force ByteDance to divest TikTok or face a US ban.
"Year Pavel Durov, Telegram founder, was arrested in France",2024,year,Global,He was detained over allegations of facilitating illegal content on Telegram.
"Year COVID-19 was first detected in Wuhan, China",2019,year,Global,"The first case is officially traced to November 17, 2019."
"Number of days the global COVID lockdown effectively began (March 11 to June 11, 2020)",92,days,Global,The initial 3-month lockdown reshaped work culture forever.
Year mRNA COVID vaccines were first authorized for emergency use in the US,2020,year,Global,Pfizer-BioNTech got the first US EUA in December 2020.
Number of games LeBron James has played in his NBA career as of 2024 (rounded thousand),1500,games,Global,He passed Kareem Abdul-Jabbar as the all-time NBA scoring leader in 2023.
Year LeBron passed Kareem Abdul-Jabbar as NBA all-time scoring leader,2023,year,Global,"He scored his 38,388th point on February 7, 2023."
Total points LeBron James scored to become NBA all-time scoring leader (2023),38388,points,Global,"Passing Kareem's mark of 38,387 points set in 1989."
Number of monthly users ChatGPT had crossed by August 2024 (hundreds of millions),200,million,Global,ChatGPT became the fastest-growing consumer product in history.
Year Anthropic was founded (Claude's company),2021,year,Global,Founded by former OpenAI researchers Dario and Daniela Amodei.
Year Sora (OpenAI's text-to-video AI) was first demoed publicly,2024,year,Global,Sora's hyper-realistic AI video generation went viral globally.
Year Google's Gemini Ultra AI model was first released,2023,year,Global,Google's response to GPT-4 launched in December 2023.
Year Satya Nadella became CEO of Microsoft,2014,year,Global,Microsoft's stock has grown 10x since he took over.
Year Sundar Pichai became CEO of Google,2015,year,Global,He later also became CEO of parent company Alphabet in 2019.
"Number of US dollars Jeff Bezos pays per second in his peak earning year (rounded, 2018)",2489,dollars,Weird Facts,"Bezos was earning $2,489 per second during Amazon's peak — more than most Americans make in a week."
Net worth of Elon Musk at his all-time peak in billions USD (2021),340,billion USD,Weird Facts,He briefly became the first person ever worth over $300 billion.
Number of times a typical human heart beats per lifetime (billions),3,billion,Weird Facts,Roughly 3 billion beats by age 80 — your heart is the most reliable thing in your body.
Maximum percentage of pure water in the human brain,75,percent,Weird Facts,"The brain is mostly water, fat, and electrical chaos."
"Maximum recorded age of a human ever (Jeanne Calment, France)",122,years,Weird Facts,She died in 1997 — her record remains officially uncontested.
Number of children Genghis Khan reportedly fathered (commonly cited modern estimate),1000,children,Weird Facts,Modern DNA studies suggest he may be the ancestor of 16 million men alive today.
"Number of people in the world named 'Mohammed' or variations (millions, estimate)",150,million,Weird Facts,Mohammed is the most common name in the world.
Number of people who fart in their sleep per night on average (worldwide percentage),100,percent,Weird Facts,"Yes, literally everyone does it — gas builds up while you sleep."
Number of hours a North Korean defector training facility runs simulated US TV daily,24,hours,Weird Facts,South Korea's resettlement program eases defectors into 'normal' South Korean life.
Maximum number of times a single person has visited Disneyland (commonly cited),2995,times,Weird Facts,Jeff Reitz visited Disneyland every day from 2012 until COVID closed the park.
Number of times the average smartphone is touched per day,2617,times,Weird Facts,"We average over 2,600 daily phone touches — a Dscout study revealed in 2016."
Average number of hours the average American spends on their phone daily in 2024,4,hours,Weird Facts,Up from just 2.5 hours in 2017 — most of it on social media.
Number of pages in the average Terms of Service for a tech app,73,pages,Weird Facts,Reading all your apps' ToS would take 76 working days per year.
Number of hot dogs Joey Chestnut ate to win the 2021 Nathan's Hot Dog Eating Contest,76,hot dogs,Weird Facts,He's won the Nathan's contest 16 times since 2007.
Number of pieces of paper an average office worker uses per year (in the US) (2024),10000,pages,Weird Facts,"Despite digital transformation, paper consumption rose during COVID for some industries."
Year Bitcoin's pseudonymous creator Satoshi Nakamoto last messaged publicly,2010,year,Weird Facts,Their identity remains the biggest unsolved mystery in tech history.
Estimated number of Bitcoin Satoshi Nakamoto holds (thousand BTC),1000,thousand BTC,Weird Facts,"If real, that's worth over $60 billion at 2024 prices — untouched since 2010."
Number of years between Wright Brothers' first flight and the Apollo 11 Moon landing,66,years,Weird Facts,From 12 seconds in the air to walking on the Moon in less than a human lifetime.
Number of countries with English as an official language (commonly cited),67,countries,Weird Facts,"Despite being the dominant 'world language', it's official in fewer countries than you'd think."
Number of words the average person speaks per minute when speaking comfortably,150,words,Weird Facts,Auctioneers can hit 250-400 words per minute when rolling.
Year IKEA was founded (Sweden),1943,year,Weird Facts,It was started by 17-year-old Ingvar Kamprad in a small Swedish village.
Number of countries IKEA operates in as of 2024,63,countries,Weird Facts,IKEA is one of the most globally consistent retail brands.
Number of meatballs IKEA serves globally per year (millions) (2024),1000,million,Weird Facts,Over 1 billion meatballs are eaten at IKEA cafeterias each year worldwide.
Year the Voyager 1 spacecraft launched,1977,year,Weird Facts,"It's now the farthest human-made object from Earth, over 24 billion km away."
Number of times more likely you are to be killed by a vending machine than a shark (1 in X),112,times,Weird Facts,"Vending machines kill about 13 people per year in the US, sharks just 6."
Number of times in a typical lifetime an average person blinks (in millions),600,million,Weird Facts,Roughly 600 million blinks — taking up about 10% of your waking life.
Average dollar amount Americans tip a Starbucks barista per visit (cents),50,cents,Weird Facts,Studies show the average is about 50 cents per tip.
Number of swimming pools you'd need to fit all the gold ever mined in human history,4,pools,Weird Facts,All the gold ever mined would fit in just 4 Olympic-sized swimming pools.
Number of years it would take to count to one billion saying one number per second,32,years,Weird Facts,"1 billion seconds is 31.7 years. 1 trillion seconds is 31,710 years."
Year Saudi Arabia officially allowed women to drive cars,2018,year,Weird Facts,The decree was issued by Crown Prince MBS as part of Vision 2030.
Year the last Vatican-Italy state Pope died at age 95 (Pope Benedict XVI),2022,year,Weird Facts,"He famously resigned in 2013, the first Pope to resign in nearly 600 years."
"Year Tahmima Anam, Bangladeshi-British novelist, won the Commonwealth Writers Prize",2008,year,Desh,She won for her debut novel 'A Golden Age' about the Liberation War.
Number of countries Bangladesh exports its workforce to officially (commonly cited),165,countries,Desh,Bangladeshi workers are present in nearly every country on Earth.
Year Bangladesh's first ever Test cricket match was played,2000,year,Desh,BD got Test status in 2000 and played their first match against India.
Year 'The Daily Star' newspaper was first published in Bangladesh,1991,year,Desh,It is the largest circulated English daily newspaper in Bangladesh.
Year actor Riz Ahmed of South Asian descent won his historic acting Emmy,2017,year,Global,Riz Ahmed (Pakistani descent) won for 'The Night Of' becoming first Asian male acting Emmy winner.
Year Mira Nair's film 'The Namesake' was released (depicting South Asian diaspora in NYC),2007,year,Global,Based on the novel by Bangladeshi-American author Jhumpa Lahiri.
Year Jhumpa Lahiri (Bengali-American) won the Pulitzer Prize for Fiction,2000,year,Desh,She won for her debut short story collection 'Interpreter of Maladies'.
Bangladesh's score out of 100 in 2024 Corruption Perceptions Index (where 100 = squeaky clean),23,out of 100,Desh,"If corruption were a final exam, Bangladesh would still need to retake it."
Score Denmark received in the 2024 Corruption Perceptions Index (vs Bangladesh's 23),90,out of 100,Desh,Denmark scored almost 4x cleaner — they probably tip their delivery guy too.
Number of points Bangladesh's CPI score dropped from 2012 to 2024,5,points,Desh,Going the wrong direction for a decade is one way to stay consistent.
Vehicle speed in Dhaka a decade earlier in 2007 (km/h),21,km/h,Desh,We literally have gotten 4x slower while spending 1.3 trillion taka on traffic projects.
Hours per year wasted by the average Dhaka commuter stuck in traffic (CPD 2023),276,hours,Desh,That's 11.5 entire days of your year staring at a rickshaw bell.
Distance in km from Dhaka airport to Gulshan that can take 55 minutes in traffic,9,km,Desh,Walking would be only marginally slower — and probably more dignified.
Rank of Dhaka among slowest cities in the world (2023 NBER study),1,rank,Desh,"First in something, finally. Just... not the something we wanted."
Number of Bangladeshi cities in the world's 20 slowest cities list (2023),5,cities,Desh,"Dhaka, Khulna, Mymensingh, Chattogram, and Cumilla all on one prestigious list."
Bangladesh's rank among countries with population over 10 million for population density (2024),1,rank,Desh,The most crowded big country on Earth — nowhere else even comes close.
Bangladesh's rank in world population (most populous countries) (2024),8,rank,Desh,"Bigger than Russia by population, despite being 1/120th the geographic size."
Population of Bangladesh in millions (2024 estimate),173,million,Desh,"More people than Russia, Japan, or Mexico — squeezed into an area smaller than Iowa."
Bangladesh's rank in IQAir's annual most-polluted countries report (2023),1,rank,Desh,Winning categories include 'highest PM2.5' and 'most asthma triggers'.
Number of cigarettes worth of air the average Dhaka resident inhales daily (equivalent) (2024),5,cigarettes,Desh,"Even if you've never smoked, congratulations — Dhaka air is doing it for you."
Number of consecutive years Bangladesh has held the worst air quality global ranking by 2024,4,years,Desh,"When you're consistent, you're consistent."
Bangladesh's lowest ever score in a Test cricket innings (all out),43,runs,Desh,Against West Indies in 2018. The whole innings lasted less than 19 overs.
Number of overs Bangladesh's lowest Test innings lasted (43 all out vs WI 2018),18,overs,Desh,More balls were faced in an over than runs were scored by 9 of the 11 batsmen.
Number of Bangladesh batters in that infamous 43 all out innings who scored in double digits,1,batter,Desh,Liton Das scored 25 — accounting for 58% of the team total. A truly heroic solo performance.
"Per capita rice consumption in Bangladesh per year, in kg (FAO data, 2023)",247,kg,Desh,Roughly 3.7x the global average of 67 kg. That's 1.5 lbs of rice per person per day.
"Global average per capita rice consumption per year, in kg (2024)",67,kg,Desh,Rest of the world eats this much. Bangladeshis laugh and put more rice on the plate.
Bangladesh's rank globally in per-capita rice consumption (2024),5,rank,Desh,"Behind only Myanmar, Cambodia, Laos, and Comoros. Truly elite plate-clearing."
Percent of daily calorie intake from rice for the average Bangladeshi,70,percent,Desh,Rice isn't a side dish here. Rice IS the dish.
Bangladesh's global rank in garment exports (RMG industry) (2024),2,rank,Desh,Second only to China — every other H&M shirt may have a 'Made in Bangladesh' tag.
Number of workers employed in Bangladesh's ship breaking industry (commonly cited),200000,workers,Desh,Half of all the steel in Bangladesh comes from dismantled foreign ships.
Bangladesh's global rank in jute production (2024),2,rank,Desh,Bangladesh produces the world's finest jute fiber — but India still produces more.
Bangladesh's global rank in hilsa fish catch (2024),1,rank,Desh,Bangladesh catches roughly 75% of the world's Hilsa. Hilsa is basically the national fish flex.
Bangladesh's global rank in mango production (2024),7,rank,Desh,"Despite being relatively small, Bangladesh is a top-10 mango producer globally."
Number of views on YouTube's first video 'Me at the zoo' as of 2024 (millions),391,million,Desh,Uploaded by Jawed Karim — whose father Naimul Karim is Bangladeshi. Eat your heart out.
Number of video lessons on Khan Academy (founded by Bangladeshi-American Sal Khan),6500,video lessons,Desh,Sal Khan's father was a Barisal-born physician. His son educated the world from a closet.
Number of registered users on Khan Academy as of 2023 (millions),155,million,Desh,Larger than the population of Bangladesh itself.
Estimated number of Khan Academy YouTube subscribers as of 2024 (millions),9,million,Desh,A Bangladeshi-American teaching the world calculus for free.
Number of people who set the Guinness World Record for largest human flag in Dhaka 2013,27117,people,Desh,Held the giant red-and-green flag for 6 minutes 14 seconds. We love a flex.
Number of people who set Guinness Record for most singing national anthem simultaneously (2014),254537,people,Desh,"Bangladesh broke India's record of 121,653 — by more than double."
"Number of Rohingya refugees currently in Bangladesh (millions, as of 2024)",1,million,Desh,Bangladesh hosts more refugees per capita than almost any country.
Estimated number of rickshaws in Dhaka city (commonly cited figure),500000,rickshaws,Desh,Dhaka has more rickshaws than most countries have cars.
Total annual remittances received by Bangladesh in 2023-24 (billion USD),24,billion USD,Desh,"Second only to RMG exports — meaning we're basically a country built on Hilsa, t-shirts, and Dubai paychecks."
Number of Bangladeshi workers abroad as of 2024 (millions),13,million,Desh,Roughly 1 in 13 Bangladeshis lives and works overseas.
Number of countries that host Bangladeshi expat workers officially,165,countries,Desh,"If your country has a 7-Eleven, it probably also has a Bangladeshi."
Number of Bengali language speakers worldwide (millions),273,million,Desh,Making Bengali the 6th most spoken language in the world.
Average number of cups of cha (tea) consumed per day by an average Bangladeshi adult,4,cups,Desh,"Morning cha, post-lunch cha, afternoon cha, evening cha. Repeat."
Number of mangoes the average Bangladeshi eats per year (kg estimate) (2024),5,kg,Desh,Mango season is treated like a national holiday — work productivity drops.
Percent of all Bangladeshi households that own a smartphone (2024 estimate),65,percent,Desh,Faster smartphone adoption than refrigerator adoption in many rural areas.
"Number of bKash (mobile wallet) users in Bangladesh (millions, 2024)",75,million,Desh,That's almost half the population — bKash is basically the parallel banking system.
Number of millimeters of rainfall Bangladesh receives annually on average,2666,millimeters,Desh,That's 2.6 meters — over 3x the global average. One word: monsoon.
Amount stolen from Bangladesh Bank in the 2016 cyber heist (millions USD),81,million USD,Desh,Hackers tried to steal $1 billion but typo'd 'foundation' as 'fandation' — caught by Deutsche Bank.
Number of typos that saved Bangladesh from losing $1 billion in the 2016 heist,1,typo,Desh,A single misspelled word in a wire transfer instruction prevented disaster.
Estimated number of Bangladeshis killed in Rana Plaza collapse (rounded),1134,people,Desh,The deadliest garment factory disaster in history — and a wake-up call for global fast fashion.
"Average annual income per capita in Bangladesh in 2024 (USD, GDP per capita)",2700,USD,Desh,Less than what a single 'In-N-Out' meal multiplied 270 times would cost in California.
Number of confirmed Bengal tigers left in the Sundarbans (2024 estimate),125,tigers,Desh,The world's only mangrove tigers — and we still managed to make them endangered.
Bangladesh's rank in the 2024 World Happiness Report (out of 143 countries),129,rank,Desh,"Below Yemen, but at least above Pakistan. Small wins."
"Bangladesh's rank globally in passport power (Henley Index 2024, visa-free access)",97,rank,Desh,BD passport gives visa-free access to 41 countries. Mostly islands you've never heard of.
Number of countries Bangladeshi passport holders can visit visa-free or on-arrival (2024),41,countries,Desh,"Same level as Cambodia. Less than Ethiopia. More than North Korea, at least."
"Bangladesh's rank in human capital index (World Bank 2020, out of 174)",123,rank,Desh,Despite Khan Academy's founder being Bangladeshi-American — we don't quite use it ourselves.
Number of seconds it takes Jeff Bezos to earn what an average American earns in a year (peak 2018),12,seconds,Global,"At peak earnings, Bezos made the median US salary in less than the time it takes to brush your teeth."
Number of US dollars Elon Musk reportedly earned per minute at his peak wealth,5000,USD/minute,Global,"By the time you finish this question, Elon made enough for a used Honda."
Amount Jeff Bezos paid for the Washington Post in 2013 (millions USD),250,million USD,Global,Bezos bought a newspaper with what was basically his couch-cushion change.
Number of times Elon Musk has changed Twitter/X's logo since acquiring it,3,times,Global,From the iconic bird to plain X — beloved branding move.
Amount Elon Musk paid to acquire Twitter (billion USD),44,billion USD,Global,"He tried to back out, got forced to follow through, then immediately fired half the staff."
Percent of Twitter staff Elon Musk laid off within 6 months of acquisition,80,percent,Global,"From 7,500 employees down to about 1,500. Productivity remained... debatable."
Number of days it took Elon Musk to ban journalists from Twitter after promising to be a 'free speech absolutist',49,days,Global,The absolutism had an asterisk apparently.
Number of US dollars Mark Zuckerberg lost on Meta's metaverse division in 2022 alone (billion),13,billion USD,Global,$13 billion for legless avatars. The future was expensive.
Number of years Meta's Reality Labs has been losing money in a row (as of 2024),4,years,Global,Losses surpassed $46 billion total. But the legs are coming any day now.
Bernie Madoff's Ponzi scheme total value when it collapsed (billion USD),65,billion USD,Global,Largest fraud in history. He died in prison serving 150 years.
Number of investors Bernie Madoff defrauded (rounded thousand),37,thousand,Global,"Including hospitals, charities, and Steven Spielberg."
Number of years prison sentence Sam Bankman-Fried received for FTX fraud,25,years,Global,"He'll be out by 2049, just in time to apologize again on a podcast."
Number of dollars per minute the average Walmart heir earns (Walton family),70000,USD/minute,Global,While Walmart cashiers make $14/hour. Math is interesting.
Percent of Walmart employees on government food assistance (commonly cited US estimate),14,percent,Global,The largest private employer in America has employees on SNAP benefits.
Amount MrBeast spent producing 'Beast Games' for Amazon (million USD),100,million USD,Global,5x more than Netflix spent on Season 1 of actual Squid Game.
Total budget for Squid Game Season 1 on Netflix (million USD),21,million USD,Global,Netflix's biggest hit ever cost less than one MrBeast publicity stunt.
"Amount MrBeast spent on his $456,000 'Squid Game in Real Life' video (million USD)",3,million USD,Global,His most expensive YouTube video to date — and he claims it lost money.
Number of contestants in MrBeast's original Squid Game recreation video,456,contestants,Global,Exactly mimicking the Netflix show. Without the murder.
Number of YouTube subscribers MrBeast had at his peak in 2024 (millions),300,million,Global,More followers than Bangladesh has people. Let that sink in.
Number of Guinness World Records MrBeast claims to have broken during Beast Games,50,records,Global,Including 'largest cash prize in TV history'. He really really likes records.
"Number of Instagram followers Cristiano Ronaldo has (millions, 2024)",630,million,Global,Most followed person on Instagram. Beats Messi by 100M.
"Number of Instagram followers Lionel Messi has (millions, 2024)",503,million,Global,Second most followed person on Instagram. Just behind Ronaldo.
Number of Instagram posts Kim Kardashian has made by 2024 (rounded thousand),5,thousand,Global,"Each averaging about 73,000 likes — totaling billions of dopamine hits worldwide."
Number of seconds Taylor Swift's Eras Tour ticket presale lasted before crashing Ticketmaster (2022),30,seconds,Global,The fiasco prompted a US Senate hearing on Ticketmaster monopoly.
"Amount Taylor Swift's Eras Tour grossed worldwide (billion USD, 2024)",2,billion USD,Global,First tour ever to gross over $2 billion.
"Net worth Taylor Swift achieved after the Eras Tour (billion USD, 2024 estimate)",1,billion USD,Global,Joined the billionaire club without selling a single product — just songs and tickets.
Number of Drake-Kendrick diss tracks released in 2024 spat,7,tracks,Global,Including 'Not Like Us' which won Record of the Year at the 2025 Grammys.
Number of streams of Kendrick Lamar's 'Not Like Us' in its first week on Spotify (millions),50,million,Global,It hit #1 on the Billboard Hot 100 within a week of release.
"Amount Spotify paid for Joe Rogan's podcast exclusivity (millions USD, 2020)",200,million USD,Global,Renewed in 2024 for $250 million over 3 years.
Number of years Spotify renewed Joe Rogan's deal in 2024,3,years,Global,"At $250M, he makes about $228K per podcast episode."
Amount Spotify paid for Joe Rogan's renewed deal in 2024 (millions USD),250,million USD,Global,Plus the right to also distribute on YouTube and other platforms.
Number of months it took ChatGPT to reach 100 million users,2,months,Global,Fastest growing consumer product ever. Beat TikTok's 9 months.
Number of months it took Threads (Meta's Twitter clone) to lose 80% of its users,1,month,Global,From 130M to ~25M active in just weeks. Brutal.
Number of Twitter blue check users who paid the $8 fee after Elon's verification rollout (2024),100000,users,Global,Out of 250M+ users. Truly a 'product everyone wanted'.
Number of times Twitter has been renamed since Elon Musk's takeover,1,times,Global,Just once — to X. But the URL twitter.com still works because users refuse to update.
Number of days the Suez Canal was blocked by the 'Ever Given' ship in 2021,6,days,Global,Cost the global economy an estimated $9 billion per day. By a single boat sideways.
Length of the Ever Given container ship in meters,400,meters,Global,Longer than the Empire State Building is tall. And it got STUCK.
Number of years the 'Wagatha Christie' British WAG defamation trial captivated UK media,2,years,Global,Coleen Rooney's 2019 Instagram post led to a 2022 court trial. Truly Shakespearean.
Number of US dollars OpenAI's ChatGPT pays per query in compute costs (commonly cited) (2024),4,cents,Global,Roughly $700K per day to run ChatGPT. Each fun joke you ask costs them real money.
Number of professionals OpenAI was offering up to in compensation to retain talent during 2024 Google poaching (in millions),100,million USD,Global,Reports of $100M+ retention offers for top AI researchers became common in 2024.
Number of parameters in GPT-4 (commonly estimated in trillions),1,trillion,Global,OpenAI never officially confirmed — but a lot of zeros.
Average annual cost of insulin for a US diabetic without insurance (USD) (2024),3500,USD,Global,Same insulin costs $30 in Canada. Same molecule. Same vial.
"Percent of Americans who can't afford an unexpected $1,000 emergency expense",60,percent,Global,Despite being the richest country on Earth.
Average cost of childbirth in the United States without insurance (USD) (2024),18000,USD,Global,Same procedure costs $0 in most developed countries. Welcome to America.
Number of Big Macs that cost the same as one US wedding (median price 2024),4400,Big Macs,Global,"Median wedding $33K, Big Mac $7.50. The math is bleak."
"Number of US states where it's legal to marry at age 14 or younger (with exceptions, 2024)",9,states,Global,"Yes, really. Most require parental consent. Still wild."
Average cost of a single Tylenol pill at a US hospital (in USD) (2024),15,USD,Global,Same pill costs 5 cents at CVS. The healthcare system is fun.
Number of plastic bags used by humanity per minute globally,2000000,bags,Global,5 trillion plastic bags per year. Mother Earth says 'thanks'.
Number of countries where Coca-Cola is sold but the US Embassy is not present,6,countries,Global,Coke literally outranks the US State Department in global reach.
Number of stars on the US flag,50,stars,Global,"If Puerto Rico becomes a state, redesign required. They've had alternates ready since 1959."
Number of pixels per square inch in Apple's 'Retina' display branding (PPI),326,PPI,Global,"Above this, Steve Jobs claimed your eye can't tell. Marketers have run with it ever since."
Maximum number of characters allowed in a Twitter/X post for Premium users (2024),25000,characters,Global,"From 140, to 280, now to 25,000 for paid users. The 'short message app' grew up."
"Number of Burger King outlets in Italy as of 2024 (versus 7,400 in US)",200,stores,Global,Italians have... preferences.
Average pieces of mail an American receives per year (USPS data) (2024),700,pieces,Global,Most of it junk. Trees weep silently.
Percent of all global emails that are spam (commonly cited),45,percent,Global,Nearly half of email is unwanted. Yet we keep checking.
Number of times an average person passes gas per day (medical estimate),14,times,Weird Facts,5-25 is considered normal. Beans aren't even the worst offender.
Number of dust particles the average human inhales per breath,50000,particles,Weird Facts,Each breath contains thousands of microscopic friends.
Number of liters of saliva an average human produces over a lifetime,25000,liters,Weird Facts,Enough to fill about 60 bathtubs. Mostly invisibly.
Length of food the average American eats in a lifetime (tons),60,tons,Weird Facts,Six elephants' worth of food. Mostly chicken nuggets.
Percent of an average human body that is bacteria (by cell count),50,percent,Weird Facts,You're approximately as much bacteria as you are 'you'.
Number of bacteria living on the average human at any given moment (trillions),40,trillion,Weird Facts,More bacteria than human cells. You're basically a city.
Number of pounds of skin an average person sheds in a lifetime,35,pounds,Weird Facts,That's about the weight of a small child. Mostly turned into household dust.
Percent of all human DNA shared with a banana,60,percent,Weird Facts,We share half a banana's genome. Existential crisis available.
Percent of all human DNA shared with a chimpanzee,98,percent,Weird Facts,Just 2% genetic difference — and yet we invented TikTok.
Percent of all human DNA shared with a cabbage,40,percent,Weird Facts,"Vegetarians, your salad is just distant family."
"Number of identical twins per 1,000 births worldwide",4,twins,Weird Facts,About 0.4% of all births. Fraternal twins are more common but vary by region.
Number of years it would take to spend 1 billion dollars at $1 per second (rounded),32,years,Weird Facts,"1 trillion seconds is 31,710 years. Billionaires get the difference."
Number of years to spend $1 trillion at $1 per second,31710,years,Weird Facts,"If you started spending $1/sec when humans invented fire, you wouldn't be done yet."
Number of times the Earth's circumference your daily walking adds up to in a lifetime,5,times,Weird Facts,"Average lifetime walking distance is about 200,000 km — 5 trips around Earth."
Number of Olympic swimming pools you could fill with the world's annual Coca-Cola production,28000,pools,Weird Facts,Coca-Cola produces 1.9 billion drinks served daily worldwide.
Number of Olympic swimming pools you could fill with all the gold ever mined,4,pools,Weird Facts,"Despite millennia of mining, all the gold in existence fits in 4 pools."
Number of years the average person spends sleeping in their lifetime,26,years,Weird Facts,Roughly one third of life. The remaining two thirds is mostly scrolling.
Number of years the average American spends watching TV in a lifetime,10,years,Weird Facts,That's 10 entire years of staring at screens. Bring on the eye strain.
"Number of hours the average person spends on their phone per day (US adults, 2024)",4,hours,Weird Facts,About 1.5 of those hours are scrolling social media. You read that right.
Number of pictures the average smartphone user takes per year (2024),1500,photos,Weird Facts,And they look at maybe 50 of them.
Number of words the average person uses when scrolling through their phone (passive reading per day),100000,words,Weird Facts,Equivalent to reading a 300-page novel — except mostly tweets.
Number of years a tardigrade can survive without water (in dormant state),30,years,Weird Facts,These 'water bears' can also survive vacuum of space and absolute zero.
Maximum temperature in Fahrenheit a tardigrade can survive for minutes,300,degrees F,Weird Facts,And they can survive being frozen to -458°F. Indestructible little bears.
Number of years it takes for a sloth to digest a single meal,1,month,Weird Facts,"Yes, ONE MONTH per meal. Pure dedication to chill."
Number of hours per day a sloth sleeps,15,hours,Weird Facts,And the other 9 hours they hang motionlessly. Goals.
Number of weeks of pregnancy required for an elephant (longest mammal pregnancy),95,weeks,Weird Facts,Almost 2 years. Imagine being pregnant through 2 Christmases.
Number of seconds a sneeze travels at top speed in mph,100,mph,Weird Facts,Faster than highway driving. Wash your hands.
Maximum number of meters a kangaroo can leap in a single bound,8,meters,Weird Facts,Equivalent to leaping over two school buses parked end to end.
Number of taste buds a catfish has on its body,175000,taste buds,Weird Facts,Catfish are basically swimming tongues.
Maximum recorded weight of a blue whale tongue in pounds,6000,pounds,Weird Facts,Heavier than an entire elephant. From a single tongue.
"Number of times louder a cat's purr is than a vacuum cleaner (in decibels, when stressed)",30,decibels,Weird Facts,Some big cats purr loud enough to be heard 1km away.
Number of countries the equator passes through,13,countries,Weird Facts,Including Ecuador (literally 'equator' in Spanish). Subtle naming.
Number of countries entirely surrounded by another country (enclaved nations),3,countries,Weird Facts,"Vatican City, San Marino, and Lesotho. Tiny and trapped."
Number of countries Russia shares a land border with,14,countries,Weird Facts,Tied with China for the most. Russia stretches 11 time zones.
Number of time zones in Russia,11,zones,Weird Facts,"When it's Monday in Moscow, it's already Tuesday in Vladivostok."
Maximum elevation difference within Nepal between Mount Everest and Terai region (meters),8780,meters,Weird Facts,Highest country-internal elevation range on Earth.
Number of countries with only one time zone despite being huge (China),1,country,Weird Facts,China is geographically 5 time zones wide but officially uses just Beijing time.
Number of billionaires whose combined wealth equals that of the bottom 50% of humanity,26,billionaires,Weird Facts,Oxfam's famous statistic. 26 people = 3.8 billion people.
Percent of the world's billionaires who are men,90,percent,Weird Facts,Wealth inequality has its own demographics.
Maximum number of consecutive jumps in a single jump rope by 1 person (World Record),154,minutes,Weird Facts,Robert Commers jumped continuously for over 2.5 hours in 1988.
Number of hot dogs Joey Chestnut ate in 10 minutes (World Record 2021),76,hot dogs,Weird Facts,Including buns. That's one hot dog every 8 seconds.
Number of people Joey Chestnut has beaten 16+ times at Nathan's Hot Dog Contest,1,rival (Kobayashi),Weird Facts,Takeru Kobayashi was banned in 2010 over a contract dispute.
Maximum length of human hair ever recorded in centimeters (Xie Qiuping),562,cm,Weird Facts,Over 18 feet. Hadn't cut hair since age 13. Career: hair owner.
